Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
1;Precious Achiuwa;C;23;TOR;6;0;23.2;3;8.5;0.353;0.7;2.8;0.235;2.3;5.7;0.412;0.392;1.5;2.2;0.692;2.2;6.7;8.8;1.3;0;0.3;1.3;1.7;8.2
2;Steven Adams;C;29;MEM;5;5;28.6;2.8;4.6;0.609;0;0;0;2.8;4.6;0.609;0.609;0.8;3.4;0.235;4;6.2;10.2;2.4;0.6;1.6;1.6;2.6;6.4
3;Bam Adebayo;C;25;MIA;6;6;34.7;6.2;11.7;0.529;0;0.3;0;6.2;11.3;0.544;0.529;4.2;5;0.833;2.5;5.8;8.3;2.5;1.3;1;4;2.8;16.5
4;Ochai Agbaji;SG;22;UTA;2;0;10;2;3.5;0.571;0;1.5;0;2;2;1;0.571;0.5;1;0.5;0;0.5;0.5;0;0;0;0;1;4.5
5;Santi Aldama;PF;22;MEM;5;5;30.6;4;8.6;0.465;1.2;4.4;0.273;2.8;4.2;0.667;0.535;1.8;2.4;0.75;2;4.4;6.4;1;1;1.4;0.6;2.4;11
6;Nickeil Alexander-Walker;SG;24;UTA;3;0;5;1;2.3;0.429;0.3;1;0.333;0.7;1.3;0.5;0.5;0.7;0.7;1;0;0;0;2;0.3;0.3;0;0.3;3
7;Grayson Allen;SG;27;MIL;4;4;29.3;3.3;9.8;0.333;2.3;6.3;0.36;1;3.5;0.286;0.449;2.5;3;0.833;0.8;3.5;4.3;3;0.5;0;1.3;1.3;11.3
8;Jarrett Allen;C;24;CLE;5;5;33.8;5.4;9.4;0.574;0;0.2;0;5.4;9.2;0.587;0.574;2.4;3.4;0.706;4.8;6.6;11.4;1.6;0.2;1.2;0.8;2.6;13.2
9;Jose Alvarado;PG;24;NOP;5;2;22;3.6;7.2;0.5;1.6;3.6;0.444;2;3.6;0.556;0.611;0.6;0.8;0.75;0;2.2;2.2;2.6;1;0.2;2;1.6;9.4
10;Kyle Anderson;PF;29;MIN;2;0;11.5;0;1;0;0;0.5;0;0;0.5;0;0;1;1;1;1;2;3;0.5;0.5;0.5;1;0;1
11;Giannis Antetokounmpo;PF;28;MIL;4;4;35.3;13.3;21;0.631;1.3;4;0.313;12;17;0.706;0.661;6.8;10.8;0.628;1;12.3;13.3;6.3;0.8;1.8;3.5;2.5;34.5
12;Thanasis Antetokounmpo;SF;30;MIL;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;Cole Anthony;PG;22;ORL;4;3;30.5;5.5;13.3;0.415;1.8;5;0.35;3.8;8.3;0.455;0.481;2.8;3.8;0.733;0.8;4;4.8;4.3;0.8;0.8;2;3.5;15.5
14;OG Anunoby;SF;25;TOR;6;6;36.2;4.7;10.8;0.431;1.8;4.7;0.393;2.8;6.2;0.459;0.515;2.3;3;0.778;1;5.5;6.5;1.5;2;0.8;2;3.7;13.5
15;Ryan Arcidiacono;PG;28;NYK;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
16;Deni Avdija;SF;22;WAS;5;5;18.4;2;4.8;0.417;0.8;2.2;0.364;1.2;2.6;0.462;0.5;0.8;0.8;1;0.2;4;4.2;1.2;0.8;0.6;0.8;2.8;5.6
17;Deandre Ayton;C;24;PHO;5;5;26;6.8;12.4;0.548;0.2;0.6;0.333;6.6;11.8;0.559;0.556;1.6;2.2;0.727;2;6.2;8.2;2;0.6;0.4;2.6;3.8;15.4
18;Udoka Azubuike;C;23;UTA;1;0;8;2;3;0.667;0;0;0;2;3;0.667;0.667;0;0;0;0;2;2;0;2;1;1;0;4
19;Mo Bamba;C;24;ORL;6;0;12.8;2.2;5;0.433;0.7;2.8;0.235;1.5;2.2;0.692;0.5;0.5;0.8;0.6;0.5;2.5;3;0.8;0.2;0.5;0.7;2.2;5.5
20;Paolo Banchero;PF;20;ORL;6;6;33.3;7.8;16.8;0.465;1.3;4.2;0.32;6.5;12.7;0.513;0.505;6.5;8.7;0.75;1.3;7;8.3;3.8;0.7;1.3;2.7;2;23.5
21;Desmond Bane;SG;24;MEM;5;5;32.6;7.6;17.6;0.432;4.4;9.4;0.468;3.2;8.2;0.39;0.557;3;3.6;0.833;0.6;3.8;4.4;5.6;0.8;0.4;1.6;2.8;22.6
22;Dalano Banton;PG;23;TOR;6;0;8.2;1;2.5;0.4;0.2;1.2;0.143;0.8;1.3;0.625;0.433;0.3;0.3;1;0.3;0.8;1.2;0.5;0.3;0.3;0.3;0.7;2.5
23;Harrison Barnes;PF;30;SAC;4;4;31.3;3.3;7.8;0.419;0.3;2.3;0.111;3;5.5;0.545;0.435;3.5;5.3;0.667;0.5;4.5;5;1.8;0.8;0.3;1.5;1.3;10.3
24;Scottie Barnes;PF;21;TOR;5;5;28.6;5.8;11;0.527;1.2;2.4;0.5;4.6;8.6;0.535;0.582;1.6;2;0.8;1.4;4.2;5.6;3.6;1.2;0.6;1.8;1.6;14.4
25;RJ Barrett;SG;22;NYK;5;5;35.6;6.8;18;0.378;0.8;5.6;0.143;6;12.4;0.484;0.4;3.8;4.8;0.792;1.4;4.6;6;2.2;0;0.4;2.2;1.8;18.2
26;Will Barton;SG;32;WAS;5;0;27.2;4;8.4;0.476;2;3.6;0.556;2;4.8;0.417;0.595;0.8;0.8;1;0.4;2.6;3;2.6;1;0.2;2;1.6;10.8
27;Keita Bates-Diop;SF;27;SAS;6;0;8;2;3;0.667;0.2;0.3;0.5;1.8;2.7;0.688;0.694;0.5;0.5;1;0.3;0.5;0.8;0.3;0.2;0;0.8;0;4.7
28;Nicolas Batum;PF;34;LAC;5;1;18.4;1.8;2.8;0.643;1;1.6;0.625;0.8;1.2;0.667;0.821;0.6;0.8;0.75;0.8;3;3.8;1.2;0.8;0.6;0.8;2.2;5.2
29;Darius Bazley;PF;22;OKC;5;0;16.8;2.2;5.4;0.407;0.8;1.8;0.444;1.4;3.6;0.389;0.481;0.6;1.2;0.5;1.4;3.6;5;1.4;0.4;1.6;0.6;0.8;5.8
30;Bradley Beal;SG;29;WAS;5;5;35;8.8;14.8;0.595;1.2;3.8;0.316;7.6;11;0.691;0.635;3.8;4.2;0.905;1.2;3;4.2;5.8;1;0.8;3.6;2.4;22.6
31;Malik Beasley;SG;26;UTA;6;0;24.5;4;10.3;0.387;1.7;5.5;0.303;2.3;4.8;0.483;0.468;1.2;1.3;0.875;0.7;1.5;2.2;0.8;1.3;0.3;0.5;0.5;10.8
32;MarJon Beauchamp;SF;22;MIL;1;0;2;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2
33;Patrick Beverley;PG;34;LAL;5;5;29.2;1.2;4.6;0.261;0.6;3.4;0.176;0.6;1.2;0.5;0.326;2.4;2.4;1;1;2.6;3.6;3;1.6;0.8;1.2;3.6;5.4
34;Saddiq Bey;SF;23;DET;6;6;31.3;4.3;10;0.433;1.5;4.8;0.31;2.8;5.2;0.548;0.508;3.8;4.5;0.852;1.8;3.8;5.7;1.2;0.5;0.3;1.3;1.3;14
35;Khem Birch;C;30;TOR;2;0;6.5;0.5;1;0.5;0;0;0;0.5;1;0.5;0.5;0;0;0;0.5;1;1.5;0;0;0.5;0;2.5;1
36;Goga Bitadze;C;23;IND;5;0;15.4;2;3.6;0.556;0.2;1.2;0.167;1.8;2.4;0.75;0.583;1.2;2;0.6;2;2.2;4.2;1.6;0.4;0.8;0.8;2.8;5.4
37;Bismack Biyombo;C;30;PHO;3;0;10.3;1.7;2.7;0.625;0;0;0;1.7;2.7;0.625;0.625;0.3;0.7;0.5;1.3;3.7;5;1;0;0.7;0.3;2.3;3.7
38;Buddy Boeheim;PG;23;DET;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;Bojan Bogdanovi?;PF;33;DET;6;6;31.2;7.5;14.5;0.517;4;7.8;0.511;3.5;6.7;0.525;0.655;4;4.3;0.923;0.7;2.8;3.5;2;0.3;0;1.2;2.2;23
40;Bol Bol;PF;23;ORL;6;1;18.8;4.2;6.5;0.641;0.3;1.2;0.286;3.8;5.3;0.719;0.667;1.3;1.8;0.727;1.5;4.5;6;0.3;0.2;2.3;1.2;1.2;10
41;Leandro Bolmaro;SG;22;UTA;2;0;8;0.5;1.5;0.333;0;0.5;0;0.5;1;0.5;0.333;0;0;0;0.5;0;0.5;1;0;0.5;0.5;1.5;1
42;Devin Booker;SG;26;PHO;5;5;37.4;10;19.4;0.515;2.4;5.8;0.414;7.6;13.6;0.559;0.577;6.8;7.6;0.895;0.6;2.8;3.4;5.4;1;0.2;3;1.8;29.2
43;Brandon Boston Jr.;SG;21;LAC;3;0;2.3;1;1.7;0.6;0;0.3;0;1;1.3;0.75;0.6;0;0;0;0;0;0;0;0;0;0;0;2
44;Chris Boucher;PF;30;TOR;3;0;17;4;6.7;0.6;1.7;2.7;0.625;2.3;4;0.583;0.725;0.7;1.7;0.4;0.7;2.3;3;0.3;0.3;1.3;1;3.7;10.3
45;James Bouknight;SG;22;CHO;5;0;17.8;2.4;7.8;0.308;1.4;4.6;0.304;1;3.2;0.313;0.397;0.6;1.2;0.5;0;2;2;1.2;0.4;0;1;1.8;6.8
46;Tony Bradley;C;25;CHI;2;0;3;0;0.5;0;0;0.5;0;0;0;0;0;0;0;0;0.5;1;1.5;0;0;0;0;0;0
47;Christian Braun;SG;21;DEN;6;0;18.5;2.2;4.2;0.52;0.7;1.7;0.4;1.5;2.5;0.6;0.6;0.3;0.7;0.5;1.2;2.2;3.3;1;0.7;0.3;0.7;1;5.3
48;Mikal Bridges;SF;26;PHO;5;5;35.8;6.2;10;0.62;0.8;2;0.4;5.4;8;0.675;0.66;2.2;2.6;0.846;1.8;4.2;6;3.4;0.6;1.4;1.6;3;15.4
49;Oshae Brissett;SF;24;IND;2;0;10.5;0.5;3;0.167;0.5;2;0.25;0;1;0;0.25;0;0;0;0.5;1;1.5;0;0;0;1;0.5;1.5
50;Malcolm Brogdon;PG;30;BOS;5;0;22.8;4.2;9.6;0.438;1;3.2;0.313;3.2;6.4;0.5;0.49;2;2.2;0.909;1.2;2.2;3.4;3.6;0.8;0;1.8;2;11.4
51;Dillon Brooks;SG;27;MEM;2;2;25;3;12.5;0.24;1.5;5.5;0.273;1.5;7;0.214;0.3;0;0;0;0;1;1;1.5;0;0;2;2;7.5
52;Bruce Brown;PG;26;DEN;6;3;27.7;4.3;8.3;0.52;1.5;3.2;0.474;2.8;5.2;0.548;0.61;0.5;1;0.5;1;2.2;3.2;3.3;0.7;0.3;1.2;1.8;10.7
53;Greg Brown III;PF;21;POR;3;0;4.3;1.3;1.7;0.8;0;0;0;1.3;1.7;0.8;0.8;0;1;0;0;0;0;0;0.3;0.3;0.3;0;2.7
54;Jaylen Brown;SF;26;BOS;5;5;37.6;9.8;20.6;0.476;2.2;7;0.314;7.6;13.6;0.559;0.529;3.8;5;0.76;1;5;6;3;1.4;1.2;3.2;2.8;25.6
55;Moses Brown;C;23;LAC;3;0;2.3;0.7;1;0.667;0;0;0;0.7;1;0.667;0.667;0.3;0.7;0.5;0;0.7;0.7;0;0;0.7;0;0.3;1.7
56;Troy Brown Jr.;SF;23;LAL;3;1;27.3;3;8.3;0.36;1.3;3.7;0.364;1.7;4.7;0.357;0.44;0;0;0;1;4.7;5.7;1.7;0.7;0;1.7;2.7;7.3
57;Jalen Brunson;PG;26;NYK;5;5;34.2;6.8;14;0.486;1.6;4.2;0.381;5.2;9.8;0.531;0.543;3.4;4.4;0.773;0.4;3.8;4.2;7.2;1;0.2;1.8;3;18.6
58;Reggie Bullock;SF;31;DAL;4;4;32.8;2.5;6.5;0.385;2;5.3;0.381;0.5;1.3;0.4;0.538;0.5;0.8;0.667;0.3;3.3;3.5;1;1.3;0.3;0.5;3;7.5
59;Jimmy Butler;SF;33;MIA;6;6;35;7.3;14.5;0.506;1.2;2.5;0.467;6.2;12;0.514;0.546;6.8;7.8;0.872;2.2;4.2;6.3;5;1.7;0.2;1.3;1.3;22.7
60;Kentavious Caldwell-Pope;SG;29;DEN;5;5;31;4;8.6;0.465;2.6;5.2;0.5;1.4;3.4;0.412;0.616;1.2;1.2;1;0.6;3.2;3.8;3;1.2;0.2;1.2;2.6;11.8
61;Facundo Campazzo;PG;31;DAL;2;0;8;0.5;2;0.25;0.5;1.5;0.333;0;0.5;0;0.375;0;0;0;0;0;0;1.5;1.5;0;0;0.5;1.5
62;Vlatko ?an?ar;PF;25;DEN;3;0;2;0;0.3;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0
63;Clint Capela;C;28;ATL;5;5;26;3.2;6.2;0.516;0;0;0;3.2;6.2;0.516;0.516;0.6;1;0.6;3;6.2;9.2;0.8;0.8;2;0.8;1.8;7
64;Vernon Carey Jr.;C;21;WAS;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;Jevon Carter;PG;27;MIL;4;4;24;2;5.3;0.381;1.3;4;0.313;0.8;1.3;0.6;0.5;0;0;0;0.8;1.8;2.5;1.8;1.5;0.5;1.8;3.3;5.3
66;Wendell Carter Jr.;C;23;ORL;6;6;32.2;5;11;0.455;0.7;3.5;0.19;4.3;7.5;0.578;0.485;3.3;4.2;0.8;2.2;7;9.2;2.7;0.7;0.3;2.2;3.8;14
67;Alex Caruso;PG;28;CHI;6;3;23.7;1.5;4.3;0.346;0.8;2.7;0.313;0.7;1.7;0.4;0.442;1;1.3;0.75;0.8;2.2;3;3;1.7;1;2.2;2;4.8
68;Justin Champagnie;SF;21;TOR;1;0;3;1;1;1;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;2
69;Kennedy Chandler;PG;20;MEM;2;0;4.5;0;1;0;0;0;0;0;1;0;0;0;0.5;0;0;0;0;1;0;1;1;0;0
70;Max Christie;SG;19;LAL;2;0;2.5;0.5;0.5;1;0.5;0.5;1;0;0;0;1.5;1;1;1;0;1;1;0.5;0;0;0;0;2.5
71;Josh Christopher;SG;21;HOU;5;0;7.4;1.2;3;0.4;0;1.2;0;1.2;1.8;0.667;0.4;0.2;0.4;0.5;0.2;1;1.2;0.6;0;0;0.4;0.4;2.6
72;Brandon Clarke;PF;26;MEM;5;0;17.8;3.8;5.6;0.679;0;0.6;0;3.8;5;0.76;0.679;2.2;3;0.733;0.6;3;3.6;1.6;0.4;0.6;1.2;2.4;9.8
73;Jordan Clarkson;SG;30;UTA;6;6;30.2;5.7;13.8;0.41;3;8.2;0.367;2.7;5.7;0.471;0.518;2.3;3;0.778;1.3;3;4.3;4.8;0.5;1;2.5;1.8;16.7
74;Nic Claxton;C;23;BRK;5;5;28.8;5;7.8;0.641;0;0.2;0;5;7.6;0.658;0.641;1.6;3.6;0.444;3.8;4.6;8.4;0.4;0.4;2;1.2;2.6;11.6
75;Amir Coffey;SG;25;LAC;4;0;10;0.5;2.5;0.2;0;0.5;0;0.5;2;0.25;0.2;1.8;2;0.875;0;0.8;0.8;0.8;0.3;0.3;0.3;0.8;2.8
76;John Collins;PF;25;ATL;5;5;33.8;6.4;11.2;0.571;1;3;0.333;5.4;8.2;0.659;0.616;2.2;2.2;1;1.2;9.2;10.4;0.6;1.4;2.4;2.2;3.2;16
77;Zach Collins;PF;25;SAS;6;0;15.2;3.3;5.7;0.588;0.8;1.8;0.455;2.5;3.8;0.652;0.662;0.7;1;0.667;1.3;2.2;3.5;3;0.5;1.3;1.8;2.8;8.2
78;Mike Conley;PG;35;UTA;6;6;30.5;3.5;9.8;0.356;2.2;5.8;0.371;1.3;4;0.333;0.466;1.8;2.7;0.688;0.3;2;2.3;7.3;1.3;0.7;1.7;2.2;11
79;Robert Covington;PF;32;LAC;5;0;17.4;1.6;3.8;0.421;0.8;2.6;0.308;0.8;1.2;0.667;0.526;1.2;1.2;1;0.2;4.4;4.6;1.4;0.6;1;0.6;2.4;5.2
80;Torrey Craig;SF;32;PHO;5;0;14.4;2.8;4.2;0.667;1.2;2.4;0.5;1.6;1.8;0.889;0.81;0;0;0;1.6;2.2;3.8;1;0.4;0;0.4;0.6;6.8
81;Cade Cunningham;PG;21;DET;6;6;33.7;8.7;19.7;0.441;1.3;4.7;0.286;7.3;15;0.489;0.475;3.8;4.7;0.821;1.2;4.3;5.5;6.3;1.2;0.3;3.3;3;22.5
82;Stephen Curry;PG;34;GSW;5;5;33.4;10.2;21;0.486;5.4;11.8;0.458;4.8;9.2;0.522;0.614;5;5.4;0.926;0.6;5.4;6;6;1.4;0.2;2.6;1.4;30.8
83;Dyson Daniels;PG;19;NOP;2;0;12.5;2;3;0.667;0.5;0.5;1;1.5;2.5;0.6;0.75;1;1;1;0.5;1;1.5;2;1.5;0.5;0.5;2;5.5
84;Anthony Davis;C;29;LAL;4;4;35;9.8;18.5;0.527;0.5;2.8;0.182;9.3;15.8;0.587;0.541;4;5.3;0.762;2;7.5;9.5;2;2.8;2.3;1.5;2.5;24
85;Johnny Davis;SG;20;WAS;2;0;5;0.5;2;0.25;0;0.5;0;0.5;1.5;0.333;0.25;0;0;0;0;0.5;0.5;0.5;0;0;0;1;1
86;Terence Davis;SG;25;SAC;4;0;16;2.8;6.3;0.44;1.3;3.8;0.333;1.5;2.5;0.6;0.54;1.3;1.5;0.833;0.5;2;2.5;1;1;0.3;0.5;2.8;8
87;Dewayne Dedmon;C;33;MIA;5;0;10;1.6;2.4;0.667;0.2;0.4;0.5;1.4;2;0.7;0.708;0;0;0;0.4;1.2;1.6;0.4;0;0;0.6;2.4;3.4
88;Matthew Dellavedova;PG;32;SAC;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
89;DeMar DeRozan;SF;33;CHI;6;6;34.3;9.2;17.5;0.524;0.3;1.2;0.286;8.8;16.3;0.541;0.533;7.5;8.5;0.882;0.3;3.2;3.5;4.7;1.2;0.2;1.7;2.2;26.2
90;Moussa Diabaté;PF;21;LAC;1;0;2;1;1;1;0;0;0;1;1;1;1;1;1;1;0;2;2;1;1;0;0;0;3
91;Hamidou Diallo;SG;24;DET;6;0;13.8;1.7;4.5;0.37;0;0.3;0;1.7;4.2;0.4;0.37;0.8;2;0.417;1;2.2;3.2;1.2;0.3;0;0.3;1.7;4.2
92;Gorgui Dieng;C;33;SAS;3;0;7.7;1;2.3;0.429;0.3;1.7;0.2;0.7;0.7;1;0.5;0;0;0;0.7;1;1.7;2.7;0;0.7;0;1.7;2.3
93;Ousmane Dieng;SF;19;OKC;5;0;12.6;0.8;3.6;0.222;0.2;2;0.1;0.6;1.6;0.375;0.25;0;0;0;0.2;1.4;1.6;1;0.2;0.4;0.2;0.6;1.8
94;Spencer Dinwiddie;PG;29;DAL;4;4;30.5;6;11.8;0.511;3.3;5.8;0.565;2.8;6;0.458;0.649;1;1.8;0.571;0;2.5;2.5;3.8;0.3;0;1.8;2.8;16.3
95;Donte DiVincenzo;SG;26;GSW;3;0;14;1.7;3.7;0.455;0.7;2;0.333;1;1.7;0.6;0.545;1;1.3;0.75;0;0.7;0.7;1;0.3;0;2;1.3;5
96;Luka Don?i?;PG;23;DAL;4;4;35.8;13;26;0.5;2.5;9.5;0.263;10.5;16.5;0.636;0.548;7.8;9;0.861;1.5;8;9.5;9.3;2;0.8;3.8;2.5;36.3
97;Tyler Dorsey;SG;26;DAL;1;0;4;4;4;1;1;1;1;3;3;1;1.125;0;0;0;1;1;2;0;0;0;0;0;9
98;Luguentz Dort;SG;23;OKC;5;5;30.6;4.4;13.2;0.333;1;6.2;0.161;3.4;7;0.486;0.371;3.8;4.4;0.864;1.6;2.6;4.2;2.4;1.6;0;1.2;3;13.6
99;Ayo Dosunmu;PG;23;CHI;6;6;30;5;9.8;0.508;1.8;4;0.458;3.2;5.8;0.543;0.602;0.7;0.7;1;0.7;4;4.7;3.2;1;0.3;1.2;2.3;12.5
100;Goran Dragi?;PG;36;CHI;6;0;18;3.2;7.3;0.432;1.5;2.7;0.563;1.7;4.7;0.357;0.534;0.8;1.3;0.625;0.3;1.2;1.5;4.3;0.3;0;1;1.7;8.7
101;Andre Drummond;C;29;CHI;6;0;16.8;3.8;7.2;0.535;0;0.3;0;3.8;6.8;0.561;0.535;1.3;2;0.667;3.7;6.5;10.2;0.8;1;0.5;1.8;2.8;9
102;Chris Duarte;SF;25;IND;6;2;18.5;2.5;7.7;0.326;0.8;3.2;0.263;1.7;4.5;0.37;0.38;1;1;1;0.7;1.5;2.2;1;0.2;0.5;0.7;1.7;6.8
103;David Duke Jr.;SG;23;BRK;1;0;21;4;6;0.667;0;1;0;4;5;0.8;0.667;2;2;1;2;3;5;1;0;0;1;6;10
104;Kevin Durant;PF;34;BRK;5;5;37.2;11;20.6;0.534;1.8;5.4;0.333;9.2;15.2;0.605;0.578;9.4;10.4;0.904;0.6;3.8;4.4;4;0.6;1.8;3.6;3;33.2
105;Jalen Duren;C;19;DET;6;0;21.7;3.7;6.3;0.579;0;0.2;0;3.7;6.2;0.595;0.579;0.8;2.3;0.357;3.2;4;7.2;0.2;0.2;1.3;1.3;2;8.2
106;Tari Eason;PF;21;HOU;6;0;18.5;2.8;7.3;0.386;0.8;2;0.417;2;5.3;0.375;0.443;0.7;0.8;0.8;2.2;3.5;5.7;0.5;1;0.7;0.3;2.2;7.2
107;Anthony Edwards;SG;21;MIN;6;6;36.5;9.2;19.5;0.47;3;8.5;0.353;6.2;11;0.561;0.547;2.5;4.2;0.6;0.7;6.2;6.8;4.2;0.7;0.2;3.5;2.8;23.8
108;Kessler Edwards;SF;22;BRK;2;0;2.5;0.5;1.5;0.333;0.5;1;0.5;0;0.5;0;0.5;0;0;0;0;1;1;1;0.5;0;0;0;1.5
109;Joel Embiid;C;28;PHI;5;5;35;9.8;18.8;0.521;1;3.6;0.278;8.8;15.2;0.579;0.548;7;8.6;0.814;1.2;8.8;10;3.2;0.4;1.4;3.4;3;27.6
110;Drew Eubanks;C;25;POR;6;0;13.5;1.3;2;0.667;0;0;0;1.3;2;0.667;0.667;1.5;1.8;0.818;1;1.3;2.3;0.5;0.3;0.7;0.3;1.7;4.2
111;Bruno Fernando;C;24;HOU;2;2;18.5;2.5;3;0.833;0;0;0;2.5;3;0.833;0.833;0.5;1;0.5;2.5;4;6.5;4.5;0.5;1;0.5;1.5;5.5
112;Dorian Finney-Smith;PF;29;DAL;4;4;35;2.3;5.5;0.409;0.8;3.5;0.214;1.5;2;0.75;0.477;0.3;0.8;0.333;1.5;2.3;3.8;1;0.8;0.5;0.8;3;5.5
113;Malachi Flynn;PG;24;TOR;3;0;6.7;1;2;0.5;1;1.7;0.6;0;0.3;0;0.75;0;0;0;0;0;0;0;0;0;0;1.3;3
114;Simone Fontecchio;SF;27;UTA;4;0;5.8;1.3;2.8;0.455;0.8;1.8;0.429;0.5;1;0.5;0.591;0;0;0;0.5;0.5;1;0;0;0;0.5;1;3.3
115;Bryn Forbes;SG;29;MIN;5;0;8.2;0.6;2.4;0.25;0.2;1.2;0.167;0.4;1.2;0.333;0.292;0.4;0.4;1;0.2;0.2;0.4;0.6;0.2;0;0.2;0.8;1.8
116;Trent Forrest;PG;24;ATL;2;0;1.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0
117;Evan Fournier;SG;30;NYK;5;5;24.8;3.8;10;0.38;2.4;6.4;0.375;1.4;3.6;0.389;0.5;1;1;1;0.2;2.6;2.8;1.8;0.8;0.2;1;3;11
118;De'Aaron Fox;PG;25;SAC;4;4;34.8;12.3;20.8;0.59;2.8;6.5;0.423;9.5;14.3;0.667;0.657;3.3;4.3;0.765;0.8;5;5.8;5.8;1.3;0.5;4.3;3.8;30.5
119;Wenyen Gabriel;PF;25;LAL;3;0;10.7;1;2.3;0.429;0;0.3;0;1;2;0.5;0.429;0.7;1.3;0.5;0.3;2;2.3;0.7;1;0.7;0.3;1.3;2.7
120;Daniel Gafford;C;24;WAS;5;0;16.6;3;4.2;0.714;0;0;0;3;4.2;0.714;0.714;1;1.4;0.714;1.6;2.4;4;0.2;0.4;1;1.4;2;7
121;Darius Garland;PG;23;CLE;1;1;13;2;8;0.25;0;1;0;2;7;0.286;0.25;0;0;0;0;1;1;3;2;1;5;1;4
122;Usman Garuba;PF;20;HOU;4;1;12.3;1.3;2;0.625;0.3;0.3;1;1;1.8;0.571;0.688;0.3;1;0.25;2.3;2;4.3;0.8;1;0;1.5;1.8;3
123;Rudy Gay;SF;36;UTA;5;0;16.8;2.2;5.6;0.393;1;2.8;0.357;1.2;2.8;0.429;0.482;0.4;0.8;0.5;0.8;2.4;3.2;1.2;0.6;0.8;0.8;1.6;5.8
124;Paul George;SF;32;LAC;4;4;34.8;7;16.5;0.424;1.8;6.8;0.259;5.3;9.8;0.538;0.477;4.5;4.8;0.947;0.8;6.8;7.5;4.3;1.5;0.3;3.5;2.5;20.3
125;Taj Gibson;PF;37;WAS;1;0;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
126;Josh Giddey;SG;20;OKC;3;3;29.3;6.3;14;0.452;1.3;4.3;0.308;5;9.7;0.517;0.5;0.3;0.7;0.5;1.7;6.7;8.3;5;0.3;1;3;2.7;14.3
127;Shai Gilgeous-Alexander;SG;24;OKC;4;4;35.3;11;23;0.478;1.8;4.3;0.412;9.3;18.8;0.493;0.516;5.5;5.5;1;1;3.8;4.8;6.5;2.5;1.3;3;2.3;29.3
128;Anthony Gill;PF;30;WAS;5;0;9.4;0.8;1.8;0.444;0.2;1;0.2;0.6;0.8;0.75;0.5;0.4;0.4;1;0.2;1;1.2;0.4;0;0.2;0;1.4;2.2
129;Rudy Gobert;C;30;MIN;6;6;33.3;6;9.2;0.655;0;0.2;0;6;9;0.667;0.655;3;5.2;0.581;4.7;10.5;15.2;1.2;0.7;1.7;1.7;2.5;15
130;Jordan Goodwin;PG;24;WAS;1;0;2;1;1;1;0;0;0;1;1;1;1;0;0;0;1;2;3;0;0;0;1;0;2
131;Aaron Gordon;PF;27;DEN;6;6;28;5.5;11;0.5;0.3;3.2;0.105;5.2;7.8;0.66;0.515;1.7;3;0.556;2.5;4;6.5;2.2;0.2;1.2;1.5;1.2;13
132;Eric Gordon;SG;34;HOU;5;5;31.8;5.2;10.8;0.481;2;5.4;0.37;3.2;5.4;0.593;0.574;2.6;3.2;0.813;0.2;2.2;2.4;3.6;0.8;0.2;2.6;1;15
133;Devonte' Graham;PG;27;NOP;5;0;19.2;1.8;5.2;0.346;1.8;4;0.45;0;1.2;0;0.519;1;1.6;0.625;0;1.2;1.2;2;0.6;0.2;0.4;1;6.4
134;Jerami Grant;PF;28;POR;6;6;34.8;4.8;10.5;0.46;1.7;4.2;0.4;3.2;6.3;0.5;0.54;4.3;6.2;0.703;0.5;3.5;4;2.2;0.7;0.7;1.7;1.8;15.7
135;A.J. Green;SG;23;MIL;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
136;Draymond Green;PF;32;GSW;5;5;27.8;4.2;7;0.6;0.2;1;0.2;4;6;0.667;0.614;1;1.4;0.714;1;4.4;5.4;5.4;1;0.4;2.8;2.8;9.6
137;Jalen Green;SG;20;HOU;6;6;33.7;7.5;19.2;0.391;2.8;7.7;0.37;4.7;11.5;0.406;0.465;2.8;3.3;0.85;1;4;5;2.3;0.8;0.3;2.2;1.8;20.7
138;JaMychal Green;PF;32;GSW;5;0;19;1.6;3.6;0.444;0.6;2;0.3;1;1.6;0.625;0.528;0.6;0.8;0.75;2.4;2.4;4.8;0.8;1.2;0.4;1;1.6;4.4
